Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,Garage Spaces,HOA Amenities,HOA Exist YN,HOA Fee,HOA Fee Covers,HOA Name Text,HOA Phone,List Price,Listing Date,Acres,Lot Size,Sale Date,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,Close Date,Sale Price,State,Status,Status Change Timestamp,View,Year Built,Zip Code,Unit Number,Buyer's Financing
73 Sumner St ,2,0,2,1368,San Francisco,San Francisco,12,,1,2,Roof Deck,TRUE,1060,"Maintenance - Exterior, Garbage, Other, Water/Sewer, Maintenance - Common Area",,(415) 563-3957,1275000,06/04/2026 12:00:00 AM,0.137,5972,06/16/2026 12:00:00 AM,0,EB41137131,,1275000,3730-177,Residential,-122.41009,37.776115,07/07/2026 12:00:00 AM,1400000,California,Sold,07/09/2026 12:00:00 AM,,2002,94103,402,Conventional Loan
501 Beale St ,2,0,2,1259,San Francisco,San Francisco,49,,0,1,"Pool, Sauna/ Spa/ Hot Tub",TRUE,1475,"Maintenance - Exterior, Garbage, Management Fee, Reserves, Security Service, Water/Sewer",,41528421009,1449000,05/15/2026 12:00:00 AM,1,0,07/03/2026 12:00:00 AM,0,CC41134891,,1495000,3771-043,Residential,-122.389116,37.786253,07/24/2026 12:00:00 AM,1400000,California,Sold,07/24/2026 12:00:00 AM,,2006,94105,8D,Conventional Loan
690 Market Street,2,1,2,1431,San Francisco,San Francisco,37,07/06/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility",TRUE,3655,"Water, Common Area Gas, Maintenance - Common Area",690 Market Homeowners Association,,1498000,05/18/2026 12:00:00 AM,0.261,11357,06/29/2026 12:00:00 AM,0,SF426129278,05/18/2026 12:00:00 AM,1498000,0311-085,Residential,-122.403065,37.788229,07/02/2026 12:00:00 AM,1400000,California,Sold,07/02/2026 12:00:00 AM,"City Lights, Downtown",2007,94104,1703,All Cash No Loans
101 Lombard Street,2,0,2,1509,San Francisco,San Francisco,11,07/17/2026 12:00:00 AM,1,1,"Garden/ Greenbelt/ Trails, Pool, Sauna/ Spa/ Hot Tub, Car Wash Area",TRUE,1750,"Maintenance - Exterior, Heating, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Roof, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",101 Lombard Street Condominium Associati,(415) 956-8101,1198000,06/12/2026 12:00:00 AM,2.604,113438,06/23/2026 12:00:00 AM,0,SF426138868,06/12/2026 12:00:00 AM,1198000,0080-178,Residential,-122.404087,37.803828,07/14/2026 12:00:00 AM,1385000,California,Sold,07/14/2026 12:00:00 AM,Bay Bridge,1983,94111,214E,Conventional Loan
1855 Sacramento Street,1,0,2,1241,San Francisco,San Francisco,7,10/27/2026 12:00:00 AM,0,0,Other,TRUE,569,"Maintenance - Exterior, Heating, Landscaping/Gardening, Management Fee, Other, , Water, Insurance, Insurance - Structure, Common Area Gas, Maintenance - Common Area",1855 Sacramento Street Condominium Assoc,(415) 221-6151,1236000,06/15/2026 12:00:00 AM,0.158,6873,06/22/2026 12:00:00 AM,0,SF426135208,06/15/2026 12:00:00 AM,1236000,0642-029,Residential,-122.423414,37.790964,07/01/2026 12:00:00 AM,1360000,California,Sold,07/01/2026 12:00:00 AM,,1916,94109,6,All Cash No Loans
170 King Street,2,0,2,1092,San Francisco,San Francisco,7,08/10/2026 12:00:00 AM,0,1,"Gym/ Exercise Facility, Barbecue Area, Pool, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1092,"Maintenance - Exterior, Gas, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",170 Off Third Owners Association,(415) 538-8660,1028000,06/19/2026 12:00:00 AM,0.986,42969,06/26/2026 12:00:00 AM,0,SF426140932,06/19/2026 12:00:00 AM,1028000,3794-216,Residential,-122.391468,37.778989,07/07/2026 12:00:00 AM,1335000,California,Sold,07/07/2026 12:00:00 AM,,2007,94107,828,All Cash No Loans
3634 20th Street,1,0,1,1102,San Francisco,San Francisco,17,09/01/2026 12:00:00 AM,0,1,Security Gate(s),TRUE,521,"Maintenance - Exterior, Landscaping/Gardening, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",3634 20th St. HOA,,995000,05/29/2026 12:00:00 AM,0.074,3228,06/15/2026 12:00:00 AM,0,SF426134222,05/29/2026 12:00:00 AM,995000,3597-086,Residential,-122.422225,37.758669,07/10/2026 12:00:00 AM,1335000,California,Sold,07/10/2026 12:00:00 AM,,1938,94110,1,Conventional Loan
631 Folsom Street,2,0,2,0,San Francisco,San Francisco,3,10/31/2026 12:00:00 AM,0,1,Barbecue Area,TRUE,1336,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",,,1195000,07/06/2026 12:00:00 AM,0.874,38089,07/09/2026 12:00:00 AM,0,SF426142143,07/06/2026 12:00:00 AM,1195000,3750-604,Residential,-122.396951,37.784907,07/31/2026 12:00:00 AM,1330000,California,Sold,07/31/2026 12:00:00 AM,Downtown,2009,94107,2B,Not Reported
757 North Point Street,2,0,2,1220,San Francisco,San Francisco,22,09/25/2026 12:00:00 AM,0,1,,TRUE,750,,757 North Point Street Homeowners Associ,,1295000,06/18/2026 12:00:00 AM,0.217,9453,07/10/2026 12:00:00 AM,0,SF426138231,06/18/2026 12:00:00 AM,1295000,0027-041,Residential,-122.419642,37.805624,07/20/2026 12:00:00 AM,1320000,California,Sold,07/20/2026 12:00:00 AM,,1989,94109,3,Conventional Loan
178 Grand View Avenue,2,0,2,1181,San Francisco,San Francisco,12,09/30/2026 12:00:00 AM,1,1,,TRUE,385,,178 Grand View Owners Association,,995000,06/05/2026 12:00:00 AM,0.134,5845,06/17/2026 12:00:00 AM,0,SF426135552,06/05/2026 12:00:00 AM,995000,2754-048,Residential,-122.440667,37.755271,07/08/2026 12:00:00 AM,1300000,California,Sold,07/08/2026 12:00:00 AM,"Hills, Valley",1978,94114,2,Conventional Loan
1515 Union Street,1,0,1,913,San Francisco,San Francisco,92,10/17/2026 12:00:00 AM,,0,,TRUE,1640,"Door Person, Insurance - Common Area, Insurance - Hazard , Insurance - Structure, Maintenance - Exterior, Reserves, Sewer, Water, Water/Sewer",Union House HOA,(800) 400-2284,1300000,04/17/2026 12:00:00 AM,,,07/18/2026 12:00:00 AM,0,ML82043512,04/17/2026 1:25:23 PM,1300000,0546-090,Residential,-122.42431,37.798224,07/31/2026 12:00:00 AM,1300000,California,Sold,07/31/2026 12:00:00 AM,City Lights,2020,94123,4G,All Cash No Loans
1152 Potrero Avenue,2,1,2,1315,San Francisco,San Francisco,11,11/16/2026 12:00:00 AM,1,0,,TRUE,404,"Maintenance - Exterior, Insurance - Homeowners , Roof, Sewer, , Water, Insurance, Common Area Gas, Maintenance - Common Area",1152-1152A-1152B,,959000,06/19/2026 12:00:00 AM,0.057,2486,06/30/2026 12:00:00 AM,0,SF426140381,06/19/2026 12:00:00 AM,959000,4211-041,Residential,-122.406674,37.753726,07/21/2026 12:00:00 AM,1295000,California,Sold,07/21/2026 12:00:00 AM,,1907,94110,,Other
1300 22nd Street,2,0,2,952,San Francisco,San Francisco,2,09/30/2026 12:00:00 AM,,1,,TRUE,1014,"Door Person, Insurance - Structure, Landscaping/Gardening, Maintenance - Common Area, Maintenance - Exterior, Reserves, Roof, Sewer, Water",Knox Owners Association,,1199000,07/09/2026 12:00:00 AM,,,07/11/2026 12:00:00 AM,0,ML82053636,07/09/2026 9:46:14 AM,1199000,4102-149,Residential,-122.394533,37.757864,07/31/2026 12:00:00 AM,1288000,California,Sold,07/31/2026 12:00:00 AM,,2016,94107,413,Conventional Loan
1591 Jackson Street,2,0,2,1292,San Francisco,San Francisco,106,08/07/2026 12:00:00 AM,1,1,"Other, Security Gate(s)",TRUE,1373,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Other, , Insurance - Structure, Common Area Gas, Maintenance - Common Area",Jackson Plaza Condominium Association,,1345000,03/12/2026 12:00:00 AM,0.344,14963,06/26/2026 12:00:00 AM,0,SF426110536,03/12/2026 12:00:00 AM,1345000,0597-053,Residential,-122.42109,37.793958,07/09/2026 12:00:00 AM,1283533,California,Sold,07/09/2026 12:00:00 AM,"City, Garden/Greenbelt",1986,94109,508,Other
1200 Gough Street,2,0,2,1500,San Francisco,San Francisco,6,12/31/2026 12:00:00 AM,0,1,,TRUE,1778,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Sewer, , Water, Common Area Gas, Maintenance - Common Area, Door Person",,,1195000,06/19/2026 12:00:00 AM,1.026,44676,06/25/2026 12:00:00 AM,0,SF426131831,06/19/2026 12:00:00 AM,1195000,0713-166,Residential,-122.424284,37.78494,07/28/2026 12:00:00 AM,1280000,California,Sold,07/28/2026 12:00:00 AM,,1966,94109,24A,Conventional Loan
170 King Street,2,0,2,1092,San Francisco,San Francisco,7,08/31/2026 12:00:00 AM,0,0,"Club House, Exercise Course, Gym/ Exercise Facility, Barbecue Area, Sauna",TRUE,1039,,,,1325000,06/18/2026 12:00:00 AM,0.986,42969,06/25/2026 12:00:00 AM,0,SF426139599,06/18/2026 12:00:00 AM,1325000,3794-275,Residential,-122.391468,37.778989,07/06/2026 12:00:00 AM,1275000,California,Sold,07/06/2026 12:00:00 AM,"City, Garden/Greenbelt",2007,94107,1128,Conventional Loan
800 York Street,1,1,2,1173,San Francisco,San Francisco,40,09/13/2026 12:00:00 AM,2,0,,TRUE,419,"Maintenance - Exterior, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,1295000,05/15/2026 12:00:00 AM,0.04,1735,06/24/2026 12:00:00 AM,0,SF426130971,05/15/2026 12:00:00 AM,1195000,4087-060,Residential,-122.408943,37.759131,07/15/2026 12:00:00 AM,1275000,California,Sold,07/15/2026 12:00:00 AM,,1906,94110,,Conventional Loan
321 Parnassus Avenue,1,0,2,1120,San Francisco,San Francisco,20,11/05/2026 12:00:00 AM,0,1,,TRUE,350,"Maintenance - Exterior, Insurance - Homeowners , , Insurance - Structure",321-323 Parnassus Ave.,,1299000,05/20/2026 12:00:00 AM,0.021,918,06/09/2026 12:00:00 AM,0,SF426131795,05/20/2026 12:00:00 AM,1349000,2633-015,Residential,-122.455074,37.764048,07/06/2026 12:00:00 AM,1270000,California,Sold,07/06/2026 12:00:00 AM,"Bridge(s), City, Downtown, Garden/Greenbelt",1908,94117,,Conventional Loan
100 Duboce Avenue,2,0,2,959,San Francisco,San Francisco,24,08/14/2026 12:00:00 AM,0,0,Roof Deck,TRUE,894,"Landscaping/Gardening, Management Fee, Sewer, , Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,1288000,07/02/2026 12:00:00 AM,0.207,9014,07/02/2026 12:00:00 AM,0,SF426149725,07/02/2026 12:00:00 AM,1288000,3502-176,Residential,-122.422559,37.769983,07/24/2026 12:00:00 AM,1250000,California,Sold,07/24/2026 12:00:00 AM,"City, Panoramic",2022,94103,504,Conventional Loan
1201 Sutter Street,2,0,2,823,San Francisco,San Francisco,25,12/31/2026 12:00:00 AM,0,1,"Exercise Course, Barbecue Area, Roof Deck, Dog Park",TRUE,549,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Other, Roof, , Insurance - Structure, Common Area Gas, Maintenance - Common Area",1201 Sutter HOA,(415) 504-6629,1275000,06/12/2026 12:00:00 AM,0.196,8523,07/07/2026 12:00:00 AM,0,SF426138872,06/12/2026 12:00:00 AM,1275000,0691-171,Residential,-122.420268,37.787641,07/31/2026 12:00:00 AM,1250000,California,Sold,07/31/2026 12:00:00 AM,,2022,94109,408,All Cash No Loans
1860 Washington Street,1,0,2,920,San Francisco,San Francisco,18,09/30/2026 12:00:00 AM,1,1,,TRUE,762,"Landscaping/Gardening, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",1860 Washington Street Condominium Assoc,,999000,05/21/2026 12:00:00 AM,0.161,7023,06/08/2026 12:00:00 AM,0,SF426132304,05/21/2026 12:00:00 AM,999000,0599-125,Residential,-122.423958,37.793161,07/01/2026 12:00:00 AM,1250000,California,Sold,07/01/2026 12:00:00 AM,"City, San Francisco",1983,94109,401,Conventional Loan
3390 16th Street,2,0,3,0,San Francisco,San Francisco,74,07/23/2026 12:00:00 AM,0,0,,TRUE,400,,3390-3392-3392A 16TH ST HOMEOWNERS ASSOC,,1098000,04/30/2026 12:00:00 AM,0.04,1738,07/13/2026 12:00:00 AM,0,SF426126910,04/30/2026 12:00:00 AM,1098000,3557-113,Residential,-122.428413,37.764729,07/14/2026 12:00:00 AM,1250000,California,Sold,07/14/2026 12:00:00 AM,,1906,94114,,Terms - Creative Financing
642 Clayton Street,2,0,3,1508,San Francisco,San Francisco,81,07/31/2026 12:00:00 AM,2,0,"Club House, Gym/ Exercise Facility, Pool, Recreation Room, Sauna/ Spa/ Hot Tub",TRUE,350,", Water",,,1149000,04/02/2026 12:00:00 AM,0.065,2827,06/29/2026 12:00:00 AM,0,SF426114935,04/02/2026 12:00:00 AM,1149000,1245-038,Residential,-122.448342,37.769324,07/09/2026 12:00:00 AM,1250000,California,Sold,07/09/2026 12:00:00 AM,,1904,94117,,Conventional Loan
25 Sycamore Street,1,0,2,1121,San Francisco,San Francisco,7,12/22/2026 12:00:00 AM,2,2,,TRUE,300,"Garbage, Insurance - Homeowners , Water, Common Area Electricity",23-25 Sycamore HOA,,1195000,06/11/2026 12:00:00 AM,0.034,1499,06/18/2026 12:00:00 AM,0,ML82050733,06/11/2026 4:23:16 PM,1195000,3576-165,Residential,-122.419986,37.762549,07/01/2026 12:00:00 AM,1230000,California,Sold,07/08/2026 12:00:00 AM,,1916,94110,,All Cash No Loans
50 Lansing Street,2,0,2,1065,San Francisco,San Francisco,24,12/31/2026 12:00:00 AM,0,1,"Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,1079,,50 Lansing Owners Association,,1195000,05/29/2026 12:00:00 AM,0.461,20082,06/22/2026 12:00:00 AM,0,SF426108136,05/29/2026 12:00:00 AM,1195000,3749-213,Residential,-122.394326,37.786146,07/08/2026 12:00:00 AM,1200000,California,Sold,07/08/2026 12:00:00 AM,,2006,94105,303,Not Reported
99 Rausch Street,2,0,2,1089,San Francisco,San Francisco,120,07/24/2026 12:00:00 AM,,1,,TRUE,1016,"Door Person, Gas, Landscaping/Gardening, Maintenance - Exterior, Management Fee, Water, Other",99 Rausch Owners Association,(800) 428-5588,1199888,02/12/2026 12:00:00 AM,,,06/12/2026 12:00:00 AM,0,ML82032849,02/12/2026 12:00:00 AM,1375000,3730-397,Residential,-122.409208,37.776392,07/09/2026 12:00:00 AM,1200000,California,Sold,07/09/2026 12:00:00 AM,,2017,94103,524,Conventional Loan
1699 Valencia Street,2,0,2,1262,San Francisco,San Francisco,16,10/31/2026 12:00:00 AM,1,0,Roof Deck,TRUE,459,,,,999000,06/02/2026 12:00:00 AM,0.28,12199,06/18/2026 12:00:00 AM,0,SF426132566,06/02/2026 12:00:00 AM,999000,6574-058,Residential,-122.419901,37.746015,07/13/2026 12:00:00 AM,1185000,California,Sold,07/13/2026 12:00:00 AM,City Lights,2006,94110,304,Conventional Loan
305 Santa Rosa Avenue,2,0,3,1612,San Francisco,San Francisco,18,10/17/2026 12:00:00 AM,1,1,Roof Deck,TRUE,828,"Sewer, , Water, Insurance, Common Area Gas, Maintenance - Common Area",305-315 Santa Rosa Ave HOA,(916) 508-4597,895000,06/04/2026 12:00:00 AM,0.172,7473,06/22/2026 12:00:00 AM,0,SF426136274,06/04/2026 12:00:00 AM,895000,3144-A055,Residential,-122.440369,37.728963,07/06/2026 12:00:00 AM,1180000,California,Sold,07/06/2026 12:00:00 AM,City,2003,94112,4,Conventional Loan
423 Waller Street,1,0,2,828,San Francisco,San Francisco,13,12/31/2026 12:00:00 AM,0,1,Security Gate(s),TRUE,569,,423 Waller Street Homeowners Association,,1199000,06/04/2026 12:00:00 AM,0.069,2982,06/17/2026 12:00:00 AM,0,SF426136364,06/04/2026 12:00:00 AM,999000,0867-049,Residential,-122.430763,37.770884,07/08/2026 12:00:00 AM,1168000,California,Sold,07/08/2026 12:00:00 AM,,1965,94117,7,Conventional Loan
219 Brannan Street,1,1,1,808,San Francisco,San Francisco,98,09/13/2026 12:00:00 AM,0,0,"Gym/ Exercise Facility, Pool",TRUE,1632,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Security Service, , Recreation Facility, Insurance - Structure, Common Area Gas, Maintenance - Common Area, Door Person",Brannan Owners Association,,1200000,04/03/2026 12:00:00 AM,1.905,82966,07/10/2026 12:00:00 AM,0,SF426117825,04/03/2026 12:00:00 AM,1200000,3789-625,Residential,-122.390364,37.782627,07/24/2026 12:00:00 AM,1160000,California,Sold,07/24/2026 12:00:00 AM,"City, Bay Bridge, Other, San Francisco, City Lights, Downtown",2000,94107,15A,All Cash No Loans
2 Mint Plaza,2,0,2,2018,San Francisco,San Francisco,58,12/31/2026 12:00:00 AM,0,0,"Gym/ Exercise Facility, Other, Barbecue Area, Roof Deck",TRUE,2342,,Mint Collection-410-418 Jessie Street Co,,1195000,05/27/2026 12:00:00 AM,0.179,7776,07/24/2026 12:00:00 AM,0,SF426130833,05/27/2026 12:00:00 AM,1195000,3704-090,Residential,-122.407659,37.783199,07/29/2026 12:00:00 AM,1150000,California,Sold,07/29/2026 12:00:00 AM,,1926,94103,602,Conventional Loan
181 Fremont Street,1,0,1,666,San Francisco,San Francisco,63,09/30/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Recreation Room, Roof Deck",TRUE,3672,"Maintenance - Exterior, Gas, Management Fee, Organized Activities, Roof, Security Service, Sewer, , Water, Maintenance - Road, Common Area Gas, Maintenance - Common Area",181 Fremont Association,,1185000,04/29/2026 12:00:00 AM,0.352,15312,07/01/2026 12:00:00 AM,0,SF426115108,04/29/2026 12:00:00 AM,1185000,3719-460,Residential,-122.395453,37.789653,07/10/2026 12:00:00 AM,1150000,California,Sold,07/10/2026 12:00:00 AM,"City, Other, San Francisco, Twin Peaks, City Lights",2018,94105,54J,Conventional Loan
420 Mission Bay Boulevard,1,0,1,945,San Francisco,San Francisco,22,08/31/2026 12:00:00 AM,0,0,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1260,,,,1098000,05/29/2026 12:00:00 AM,2.821,122891,06/20/2026 12:00:00 AM,0,SF426131537,05/29/2026 12:00:00 AM,1098000,8720-208,Residential,-122.38825,37.77126,07/06/2026 12:00:00 AM,1125000,California,Sold,07/06/2026 12:00:00 AM,Garden/Greenbelt,2012,94158,406,All Cash No Loans
318 Main Street,1,1,1,883,San Francisco,San Francisco,129,08/13/2026 12:00:00 AM,0,0,,TRUE,1360,,LUMINA Owners Association,,1125000,02/20/2026 12:00:00 AM,1.731,75406,07/06/2026 12:00:00 AM,0,SF426105135,02/20/2026 12:00:00 AM,1175000,3746-074,Residential,-122.391887,37.788981,07/31/2026 12:00:00 AM,1125000,California,Sold,07/31/2026 12:00:00 AM,,2015,94105,8C,All Cash No Loans
199 New Montgomery ,2,0,2,971,San Francisco,San Francisco,0,08/31/2026 12:00:00 AM,,1,,TRUE,995,"Insurance, Management Fee, Security Service, Water",other,,1120000,07/08/2026 12:00:00 AM,,,07/08/2026 12:00:00 AM,0,ML82053430,07/08/2026 1:45:45 AM,1120000,3722235,Residential,-122.399099,37.786606,07/08/2026 12:00:00 AM,1120000,California,Sold,07/08/2026 1:45:45 AM,,2004,94105,1501,Conventional Loan
1624 Filbert Street,1,0,1,931,San Francisco,San Francisco,15,11/03/2026 12:00:00 AM,0,1,Barbecue Area,TRUE,700,"Insurance - Homeowners , Other,",Self Managed,,888000,07/02/2026 12:00:00 AM,0.057,2500,07/17/2026 12:00:00 AM,0,SF426143694,07/02/2026 12:00:00 AM,888000,0521-038,Residential,-122.426375,37.799422,07/24/2026 12:00:00 AM,1100000,California,Sold,07/24/2026 12:00:00 AM,Hills,1925,94123,3,All Cash No Loans
110 Channel Street,2,0,1,887,San Francisco,San Francisco,0,10/31/2026 12:00:00 AM,0,0,"Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Sauna, Sauna/ Spa/ Hot Tub",TRUE,915,"Maintenance - Exterior, Gas, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Sewer, , Common Area Gas, Maintenance - Common Area",Action Life,,1098000,06/30/2026 12:00:00 AM,1.143,49773,06/30/2026 12:00:00 AM,0,SF426142500,06/30/2026 12:00:00 AM,1098000,8715-259,Residential,-122.391012,37.774619,07/17/2026 12:00:00 AM,1100000,California,Sold,07/17/2026 12:00:00 AM,Garden/Greenbelt,2017,94158,327,Conventional Loan
2315 Van Ness Avenue,1,1,2,980,San Francisco,San Francisco,62,07/22/2026 12:00:00 AM,0,0,,TRUE,792,,,,995000,05/14/2026 12:00:00 AM,0.073,3179,07/15/2026 12:00:00 AM,0,SF426130236,05/14/2026 12:00:00 AM,995000,0551-037,Residential,-122.42407,37.797042,07/20/2026 12:00:00 AM,1100000,California,Sold,07/20/2026 12:00:00 AM,,2003,94109,1,Conventional Loan
1240 Washington Street,1,0,2,1157,San Francisco,San Francisco,101,06/30/2026 12:00:00 AM,0,0,"Roof Deck, Security Gate(s)",TRUE,1327,"Maintenance - Exterior, Heating, Management Fee, Security Service, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",1234-1254 Washington St Homeowners Assco,,1155000,03/16/2026 12:00:00 AM,0.133,5813,06/25/2026 12:00:00 AM,0,SF426108849,03/16/2026 12:00:00 AM,1155000,0189-027,Residential,-122.413798,37.794381,07/13/2026 12:00:00 AM,1080000,California,Sold,07/13/2026 12:00:00 AM,"Bay, City, Bay Bridge, Ocean, Panoramic, San Francisco, Downtown",1913,94108,,Conventional Loan
2051 10th Avenue,1,0,2,1097,San Francisco,San Francisco,35,12/31/2026 12:00:00 AM,1,1,Workshop Area,TRUE,300,"Maintenance - Exterior, Roof, Insurance - Structure",2051-2053 10th Ave. HOA,,1100000,05/15/2026 12:00:00 AM,0.083,3600,06/27/2026 12:00:00 AM,0,SF426126486,05/15/2026 12:00:00 AM,1100000,2130-A024,Residential,-122.466728,37.749953,07/06/2026 12:00:00 AM,1050000,California,Sold,07/06/2026 12:00:00 AM,"Bay, City, Other, Panoramic, San Francisco, Forest/Woods",1947,94116,,Conventional Loan
425 1st Street,1,0,1,819,San Francisco,San Francisco,39,08/31/2026 12:00:00 AM,0,0,,TRUE,1557,,One Rincon Hill Assoc,,1135000,05/07/2026 12:00:00 AM,1.286,56024,07/16/2026 12:00:00 AM,0,SF426125463,05/07/2026 12:00:00 AM,1135000,3765-107,Residential,-122.392037,37.786026,07/21/2026 12:00:00 AM,1050000,California,Sold,07/21/2026 12:00:00 AM,,2008,94105,1607,Conventional Loan
401 Harrison Street,1,0,1,758,San Francisco,San Francisco,12,07/31/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Sauna/ Spa/ Hot Tub",TRUE,1750,"Maintenance - Exterior, Gas, Landscaping/Gardening, Management Fee, Pools, Spa, or Tennis, Sewer, , Water, Recreation Facility, Common Area Gas, Maintenance - Common Area, Door Person",One Rincon Hill Tower II HOA,,1040000,06/11/2026 12:00:00 AM,1.286,56023,06/23/2026 12:00:00 AM,0,SF426131666,06/11/2026 12:00:00 AM,1040000,3765-527,Residential,-122.392225,37.78651,07/14/2026 12:00:00 AM,1040000,California,Sold,07/14/2026 12:00:00 AM,"Bay, Hills, Mt. Tamalpais, Panoramic, Twin Peaks, Downtown",2014,94105,18G,Conventional Loan
3535 Wawona Street,2,0,2,1168,San Francisco,San Francisco,64,07/15/2026 12:00:00 AM,0,0,,TRUE,771,,,,1075000,04/10/2026 12:00:00 AM,0.775,33763,06/13/2026 12:00:00 AM,0,SF426112236,04/10/2026 12:00:00 AM,1250000,2515-040,Residential,-122.504578,37.736024,07/02/2026 12:00:00 AM,1024000,California,Sold,07/02/2026 12:00:00 AM,,2020,94116,414,Conventional Loan
260 King Street,2,0,2,996,San Francisco,San Francisco,5,12/31/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Pool, Dog Park, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1094,,The Beacon Homeowners Association,,899000,06/26/2026 12:00:00 AM,4.895,213232,07/01/2026 12:00:00 AM,0,SF426142685,06/26/2026 12:00:00 AM,899000,8702-579,Residential,-122.393751,37.777712,07/22/2026 12:00:00 AM,1020000,California,Sold,07/22/2026 12:00:00 AM,City,2004,94107,679,Not Reported
170 King Street,2,0,2,900,San Francisco,San Francisco,7,09/01/2026 12:00:00 AM,0,1,"Gym/ Exercise Facility, Other, Barbecue Area, Pool, Recreation Room, Roof Deck",TRUE,1015,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Other, Pools, Spa, or Tennis, Roof, Sewer, , Recreation Facility, Insurance - Structure, Common Area Gas, Maintenance - Common Area",,,880000,06/11/2026 12:00:00 AM,0.986,42969,06/18/2026 12:00:00 AM,0,SF426138337,06/11/2026 12:00:00 AM,880000,3794-184,Residential,-122.391468,37.778989,07/01/2026 12:00:00 AM,1015000,California,Sold,07/01/2026 12:00:00 AM,"Bay, City, Other",2007,94010,711,All Cash No Loans
401 Harrison Street,1,0,1,840,San Francisco,San Francisco,82,07/21/2026 12:00:00 AM,0,0,"Club House, Gym/ Exercise Facility, Pool, Recreation Room",TRUE,1844,,Harrison HOA,,995000,03/27/2026 12:00:00 AM,,0,06/17/2026 12:00:00 AM,0,SF426099624,03/27/2026 12:00:00 AM,995000,3765-490,Residential,-122.392225,37.78651,07/06/2026 12:00:00 AM,1015000,California,Sold,07/06/2026 12:00:00 AM,"Bay, Hills, City, Other, San Francisco, Twin Peaks, Water, City Lights, Downtown",2014,94105,14A,All Cash No Loans
177 Anderson Street,1,0,2,780,San Francisco,San Francisco,20,09/09/2026 12:00:00 AM,0,0,,TRUE,86,,177-179 Anderson Street Condominium Asso,,895000,06/09/2026 12:00:00 AM,0.04,1750,06/29/2026 12:00:00 AM,0,SF426138069,06/09/2026 12:00:00 AM,895000,5649-032,Residential,-122.414973,37.740524,07/10/2026 12:00:00 AM,1010000,California,Sold,07/10/2026 12:00:00 AM,,1909,94110,,Conventional Loan
1046 14th Street,1,0,2,825,San Francisco,San Francisco,11,10/31/2026 12:00:00 AM,1,0,,TRUE,475,"Maintenance - Exterior, Landscaping/Gardening, Other, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",1046 14th Street,,795000,06/05/2026 12:00:00 AM,0.067,2928,06/16/2026 12:00:00 AM,0,SF426137033,06/05/2026 12:00:00 AM,795000,2610-062,Residential,-122.436938,37.767438,07/10/2026 12:00:00 AM,1000000,California,Sold,07/10/2026 12:00:00 AM,,1907,94114,A,Conventional Loan
2 Fallon Place,1,0,2,825,San Francisco,San Francisco,36,09/30/2026 12:00:00 AM,0,2,Tennis Court(s),TRUE,1143,"Maintenance - Exterior, Landscaping/Gardening, Management Fee, Sewer, , Water, Insurance - Structure, Common Area Gas, Maintenance - Common Area",Landmark Condominiums HOA,,995000,05/06/2026 12:00:00 AM,0.503,21923,06/11/2026 12:00:00 AM,0,SF426128071,05/06/2026 12:00:00 AM,995000,0149-092,Residential,-122.413287,37.797836,07/23/2026 12:00:00 AM,985000,California,Sold,07/23/2026 12:00:00 AM,"Bay, Bridge(s), Hills, City, Bay Bridge, San Francisco, City Lights, Downtown",1980,94133,59,Conventional Loan
