Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,,HOA Amenities,HOA Exist YN,HOA Fee,Garage Spaces,HOA Phone,No Of Floors,List Price,Listing Date,Acres,Lot Size,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,State,Status,Status Change Timestamp,Style,View,Year Built,Zip Code,Unit Number,Owner Name,Buyer's Financing,Property Tax,No Of Stories
181 Fremont Street,1,0,1,580,San Francisco,San Francisco,36,10/31/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility",TRUE,3618,0,(415) 282-0888,,1400000,07/14/2026 12:00:00 AM,0.352,15312,0,SF426135305,07/14/2026 12:00:00 AM,1400000,3719-461,Residential,-122.395453,37.789653,California,Active,07/14/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","San Francisco, City Lights, Downtown",2018,94105,54-K,,,,0
1018 Noe Street,2,0,4,2040,San Francisco,San Francisco,125,12/04/2026 12:00:00 AM,0,,,FALSE,,0,,,1400000,04/16/2026 12:00:00 AM,0.057,2483,0,SF426122022,04/16/2026 12:00:00 AM,1858000,3655-050,Residential,-122.432299,37.752607,California,Active,04/16/2026 12:00:00 AM,,,1900,94114,,,,,0
630 Natoma Street,2,1,2,1406,San Francisco,San Francisco,5,10/28/2026 12:00:00 AM,0,,,TRUE,700,1,,,1395000,08/14/2026 12:00:00 AM,0.045,1949,0,SF426154562,08/14/2026 12:00:00 AM,1395000,3727-236,Residential,-122.410823,37.777928,California,Active,08/14/2026 12:00:00 AM,Modern/High Tech,"City, San Francisco, Downtown",2019,94103,3,,,,0
3044 Franklin Street,2,0,3,1448,San Francisco,San Francisco,5,10/31/2026 12:00:00 AM,1,,,TRUE,870,1,,,1390000,08/14/2026 12:00:00 AM,0.122,5328,0,SF426151692,08/14/2026 12:00:00 AM,1390000,0479-015,Residential,-122.426198,37.802727,California,Active,08/14/2026 12:00:00 AM,Contemporary,,1975,94123,101,,,,0
480 Mission Bay Boulevard,1,1,1,1195,San Francisco,San Francisco,37,12/31/2026 12:00:00 AM,0,,,TRUE,1335,0,,,1375000,07/13/2026 12:00:00 AM,2.821,122891,0,SF426144300,07/13/2026 12:00:00 AM,1250000,8720-388,Residential,-122.388972,37.77125,California,Active,07/13/2026 12:00:00 AM,Luxury,,2012,94158,917,,,,0
1123 Kansas Street,2,0,3,1741,San Francisco,San Francisco,55,09/09/2026 12:00:00 AM,2,,,TRUE,,0,,,1375000,06/25/2026 12:00:00 AM,0.057,2500,0,SF426142273,06/25/2026 12:00:00 AM,1375000,4158-068,Residential,-122.402413,37.755538,California,Active,06/25/2026 12:00:00 AM,,,1908,94107,,,,,0
2315 Van Ness Avenue,1,1,2,980,San Francisco,San Francisco,62,12/01/2026 12:00:00 AM,0,,,TRUE,792,0,,,1350000,06/18/2026 12:00:00 AM,0.073,3179,0,SF426130237,06/18/2026 12:00:00 AM,1350000,0551-043,Residential,-122.42407,37.797042,California,Active,06/18/2026 12:00:00 AM,,Golden Gate Bridge,2003,94109,7,,,,0
300 Castro Street,3,0,3,1042,San Francisco,San Francisco,8,12/31/2026 12:00:00 AM,1,,,TRUE,407,0,,,1299000,08/11/2026 12:00:00 AM,0.108,4691,0,SF426149999,08/11/2026 12:00:00 AM,1299000,2622-088,Residential,-122.435604,37.763942,California,Active,08/11/2026 12:00:00 AM,Flat/Low Pitch,,0,94114,,,,,0
555 Fulton Street,2,0,2,1161,San Francisco,San Francisco,26,12/17/2026 12:00:00 AM,0,,Other,TRUE,937,1,,,1299000,07/24/2026 12:00:00 AM,1.016,44250,0,SF426149423,07/24/2026 12:00:00 AM,1299000,0794-074,Residential,-122.426109,37.778158,California,Active,07/24/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","Hills, City",2020,94102,211,,,,0
999 16th Street,2,1,2,1760,San Francisco,San Francisco,9,02/11/2027 12:00:00 AM,1,,,TRUE,596,1,,,1298000,08/10/2026 12:00:00 AM,,,0,ML82057065,08/10/2026 12:00:00 AM,1298000,3950-019,Residential,-122.396558,37.766197,California,Active,08/08/2026 9:58:11 AM,,,1998,94107,7,CRG LAND ENTERPRISE LLC,,,
3235 17th Street,3,0,3,1288,San Francisco,San Francisco,71,09/09/2026 12:00:00 AM,0,,,TRUE,805,0,(415) 648-1200,,1298000,06/09/2026 12:00:00 AM,,0,0,SF426133355,06/09/2026 12:00:00 AM,1298000,3575-120,Residential,-122.418075,37.763361,California,Active,06/09/2026 12:00:00 AM,,,0,94110,,,,,0
1868 Van Ness Avenue,2,0,2,1050,San Francisco,San Francisco,,11/15/2026 12:00:00 AM,0,,Roof Deck,TRUE,934,0,,,1295000,08/20/2026 12:00:00 AM,0.211,9202,0,SF426155581,08/20/2026 12:00:00 AM,1295000,0619-171,Residential,-122.422437,37.792946,California,Active,08/20/2026 12:00:00 AM,,,2017,94109,303,,,,0
66 Buena Vista Terrace,2,0,2,955,San Francisco,San Francisco,6,12/31/2026 12:00:00 AM,0,,,TRUE,,1,,,1295000,08/13/2026 12:00:00 AM,0.068,2958,0,SF426154010,08/13/2026 12:00:00 AM,1295000,2608-074,Residential,-122.438469,37.767568,California,Active,08/13/2026 12:00:00 AM,"Contemporary, Mediterranean",City,1907,94117,,,,,0
836 33rd Avenue,2,0,3,1497,San Francisco,San Francisco,12,12/31/2026 12:00:00 AM,0,,,TRUE,400,0,,,1295000,08/07/2026 12:00:00 AM,0.069,3000,0,SF426152118,08/07/2026 12:00:00 AM,1295000,1675-036,Residential,-122.492617,37.773358,California,Active,08/07/2026 12:00:00 AM,Flat/Low Pitch,,1924,94121,,,,,0
2200 Beach Street,1,0,1,828,San Francisco,San Francisco,,06/19/2028 12:00:00 AM,,,,TRUE,775,1,(775) 250-4695,,1295000,07/11/2026 12:00:00 AM,,,0,ML82053949,07/11/2026 8:29:34 AM,1295000,29-37-07-GN-483-29,Residential,-122.445563,37.803628,California,Active,07/11/2026 8:29:34 AM,,,1931,94123,203,Liang Hui Chang,,,
2200 Beach Street,1,0,1,828,San Francisco,San Francisco,,07/06/2027 12:00:00 AM,,,,TRUE,775,1,(775) 250-4695,,1295000,07/06/2026 12:00:00 AM,,,0,ML82053222,06/19/2026 10:19:19 AM,1295000,0,Residential,-122.445563,37.803628,California,Active,07/06/2026 2:56:29 PM,,,1931,94123,203,Liang Hui Chang,,,
1542 15th Street,1,1,3,1380,San Francisco,San Francisco,,02/29/2028 12:00:00 AM,0,,,TRUE,350,1,,,1295000,10/30/2026 12:00:00 AM,0.048,2070,0,SF426107614,10/30/2026 12:00:00 AM,1295000,3548-106,Residential,-122.418645,37.766929,California,Active,10/30/2026 12:00:00 AM,Luxury,,1906,94103,,,,,0
765 Market Street,1,1,1,980,San Francisco,San Francisco,174,12/31/2026 12:00:00 AM,0,,,TRUE,3281,0,,,1295000,02/26/2026 12:00:00 AM,1.381,60150,0,SF426099012,02/26/2026 12:00:00 AM,1295000,3706-153,Residential,-122.404552,37.78635,California,Active,02/26/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","City, San Francisco, City Lights, Downtown",2001,94103,25C,,,,0
1868 Van Ness Avenue,2,0,2,989,San Francisco,San Francisco,12,10/31/2026 12:00:00 AM,0,,"Other, Roof Deck",TRUE,910,1,,,1288000,08/07/2026 12:00:00 AM,0.211,9202,0,SF426152745,08/07/2026 12:00:00 AM,1288000,0619-163,Residential,-122.422437,37.792946,California,Active,08/07/2026 12:00:00 AM,Modern/High Tech,"Bay, City, Panoramic, San Francisco, Twin Peaks, City Lights, Downtown",2017,94109,201,,,,0
789 Buena Vista Avenue,1,0,2,1047,San Francisco,San Francisco,9,11/03/2026 12:00:00 AM,1,,,TRUE,730,1,,,1275000,08/10/2026 12:00:00 AM,0.1,4343,0,SF426153143,08/10/2026 12:00:00 AM,1275000,1256-073,Residential,-122.443746,37.76884,California,Active,08/10/2026 12:00:00 AM,"Mediterranean, Spanish","Hills, San Francisco",1900,94117,202,,,,0
170 King Street,2,0,2,1007,San Francisco,San Francisco,26,10/23/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Roof Deck, Sauna, Security Gate(s), , Sauna/ Spa/ Hot Tub",TRUE,1058,1,(415) 538-8660,,1250000,07/24/2026 12:00:00 AM,0.986,42969,0,SF426147943,07/24/2026 12:00:00 AM,1250000,3794-256,Residential,-122.391468,37.778989,California,Active,07/24/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","Bay, Bridge(s), City, Bay Bridge, Panoramic, San Francisco, Forest/Woods, City Lights, Downtown, Garden/Greenbelt",2007,94107,1027,,,,11
1121 Kansas Street,2,0,3,1330,San Francisco,San Francisco,55,09/09/2026 12:00:00 AM,1,,,TRUE,,1,,,1250000,06/25/2026 12:00:00 AM,0.057,2500,0,SF426142249,06/25/2026 12:00:00 AM,1250000,4158-067,Residential,-122.402413,37.755572,California,Active,06/25/2026 12:00:00 AM,Victorian,Twin Peaks,1908,94107,,,,,0
66 Cleary Court,2,0,3,1102,San Francisco,San Francisco,,12/31/2027 12:00:00 AM,0,,"Playground, Tennis Court(s)",TRUE,1442,0,,,1250000,12/31/2026 12:00:00 AM,1.501,65376,0,SF426093725,12/31/2026 12:00:00 AM,1250000,0712-129,Residential,-122.427392,37.784128,California,Active,12/31/2026 12:00:00 AM,"Modern/High Tech, Other","City, Other, Panoramic, San Francisco, Twin Peaks, Valley",1963,94109,1309,,,,0
255 14th Street,2,0,3,1365,San Francisco,San Francisco,,08/31/2026 12:00:00 AM,0,,Security Gate(s),TRUE,350,0,,,1249000,08/30/2026 12:00:00 AM,0.046,2009,0,SF426144949,08/30/2026 12:00:00 AM,1249000,3548-121,Residential,-122.418932,37.768169,California,Active,08/30/2026 12:00:00 AM,Flat/Low Pitch,,1907,94103,,,,,0
66 Cleary Court,2,0,3,1099,San Francisco,San Francisco,,10/31/2026 12:00:00 AM,0,,,TRUE,1442,1,,,1248000,09/07/2026 12:00:00 AM,1.501,65376,0,SF426142341,09/07/2026 12:00:00 AM,1248000,0712-082,Residential,-122.427392,37.784128,California,Active,09/07/2026 12:00:00 AM,,,1963,94109,902,,,,0
1000 Point Street,2,0,2,1200,San Francisco,San Francisco,,01/06/2027 12:00:00 AM,,,,TRUE,2026,1,,,1248000,07/06/2026 12:00:00 AM,,,0,ML82053225,07/06/2026 3:00:48 PM,1248000,0451-007,Residential,-122.424157,37.80551,California,Active,07/06/2026 3:00:48 PM,,,1963,94109,201,Fontana East Apt Corp Lessor R,,,1
74 New Montgomery Street,2,0,2,1129,San Francisco,San Francisco,4,07/12/2027 12:00:00 AM,0,,"Barbecue Area, Roof Deck",TRUE,1303,0,,,1225000,08/15/2026 12:00:00 AM,0.41,17865,0,SF426151532,08/15/2026 12:00:00 AM,1225000,3707-086,Residential,-122.401154,37.787617,California,Active,08/15/2026 12:00:00 AM,Luxury,Other,1914,94105,302,,,,0
330 Mission Bay Boulevard,1,0,1,974,San Francisco,San Francisco,60,12/31/2026 12:00:00 AM,0,,"Club House, Park, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Trail(s)",TRUE,1244,1,,,1225000,06/20/2026 12:00:00 AM,1.336,58215,0,SF426141110,06/20/2026 12:00:00 AM,1195000,8720-085,Residential,-122.38739,37.771407,California,Active,06/20/2026 12:00:00 AM,"Contemporary, Luxury","Bay, City Lights",2008,94158,509,,,,0
60 Rausch Street,1,1,2,1326,San Francisco,San Francisco,5,11/11/2026 12:00:00 AM,1,,,TRUE,796,1,,,1200000,08/14/2026 12:00:00 AM,0.387,16836,0,SF426153752,08/14/2026 12:00:00 AM,1200000,3730-231,Residential,-122.409701,37.776144,California,Active,08/14/2026 12:00:00 AM,"Contemporary, Luxury","City, City Lights, Downtown",2002,94103,407,,,,4
301 Mission Street,2,0,2,1136,San Francisco,San Francisco,5,02/14/2027 12:00:00 AM,0,,,TRUE,2262,0,,,1200000,08/14/2026 12:00:00 AM,1.163,50667,0,SF426154682,08/14/2026 12:00:00 AM,1200000,3719-208,Residential,-122.396153,37.790382,California,Active,08/14/2026 12:00:00 AM,Luxury,,2009,94105,25E,,,,0
333 Beale Street,1,1,1,916,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Other, Barbecue Area, Pool, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1364,0,(415) 872-0937,,1200000,10/14/2026 12:00:00 AM,1.731,75406,0,SF426153802,10/14/2026 12:00:00 AM,1200000,3746-125,Residential,-122.391875,37.788213,California,Active,10/14/2026 12:00:00 AM,,City,2015,94105,6C,,,,0
181 Fremont Street,1,0,1,490,San Francisco,San Francisco,36,10/31/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility",TRUE,3618,0,(415) 282-0888,,1200000,07/14/2026 12:00:00 AM,0.352,15312,0,SF426135197,07/14/2026 12:00:00 AM,1200000,3719-452,Residential,-122.395453,37.789653,California,Active,07/14/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","San Francisco, City Lights, Downtown",2018,94105,54-A,,,,0
850 Powell Street,1,1,1,1385,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,1,,Security Gate(s),TRUE,1796,0,(415) 292-1777,,1200000,08/21/2026 12:00:00 AM,0.253,11027,0,SF426139592,08/21/2026 12:00:00 AM,1200000,0243-061,Residential,-122.408964,37.792865,California,Active,08/21/2026 12:00:00 AM,"Art Deco, Luxury, Mediterranean, Spanish","City, Downtown",1922,94108,103,,,,0
301 Mission Street,2,0,2,1245,San Francisco,San Francisco,13,07/31/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Pool, Recreation Room, Sauna, Sauna/ Spa/ Hot Tub, Car Wash Area",TRUE,2314,0,,,1199000,08/06/2026 12:00:00 AM,1.163,50667,0,SF426149442,08/06/2026 12:00:00 AM,1199000,3719-116,Residential,-122.396153,37.790382,California,Active,08/06/2026 12:00:00 AM,Modern/High Tech,"City, San Francisco, City Lights",2009,94105,14J,,,,0
1000 3rd Street,1,0,1,879,San Francisco,San Francisco,,07/14/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1082,0,(415) 579-1621,,1199000,04/14/2027 12:00:00 AM,1.056,46014,0,SF426147003,04/14/2027 12:00:00 AM,1199000,8715-162,Residential,-122.390316,37.775573,California,Active,04/14/2027 12:00:00 AM,Contemporary,"Bay, City, Bay Bridge, Other, San Francisco, Twin Peaks, Water, City Lights, Downtown",2018,94158,1005,,,,0
795 Sutter Street,1,1,2,1304,San Francisco,San Francisco,123,09/18/2026 12:00:00 AM,1,,Security Gate(s),TRUE,1761,0,,,1199000,04/18/2026 12:00:00 AM,0.159,6944,0,SF426123056,04/18/2026 12:00:00 AM,1199000,0298-055,Residential,-122.413322,37.788455,California,Active,04/18/2026 12:00:00 AM,"Edwardian, Luxury, Flat/Low Pitch","Bay, City, City Lights",1913,94109,602,,,,0
1111 Bay Street,2,0,2,1196,San Francisco,San Francisco,189,12/31/2026 12:00:00 AM,1,,,TRUE,1556,1,,,1198000,02/11/2026 12:00:00 AM,,,0,ML82033980,02/11/2026 12:00:00 AM,1198000,0474-046,Residential,-122.425482,37.803838,California,Active,02/05/2026 7:40:56 PM,,,1986,94123,307,Rouzbeh Kordestani,,,1
1218 Leavenworth Street,2,0,2,1185,San Francisco,San Francisco,5,12/18/2026 12:00:00 AM,0,,,TRUE,824,1,,,1195000,08/14/2026 12:00:00 AM,0.084,3667,0,SF426150201,08/14/2026 12:00:00 AM,1195000,0220-048,Residential,-122.415764,37.792499,California,Active,08/14/2026 12:00:00 AM,"Luxury, Modern/High Tech",,2007,94109,4,,,,0
199 Tiffany Avenue,2,0,2,1115,San Francisco,San Francisco,6,12/31/2026 12:00:00 AM,1,,,TRUE,855,0,,,1195000,08/13/2026 12:00:00 AM,0.588,25598,0,SF426153038,08/13/2026 12:00:00 AM,1195000,6596-045,Residential,-122.421743,37.744186,California,Active,08/13/2026 12:00:00 AM,,"Hills, City, Other, San Francisco, Twin Peaks, City Lights",2004,94110,304,,,,0
403 Main St ,2,0,2,1088,San Francisco,San Francisco,68,,0,,"Gym/ Exercise Facility, Pool, Sauna/ Spa/ Hot Tub",TRUE,1051,1,(415) 777-1696,,1190000,06/13/2026 12:00:00 AM,0.667,29037,0,EB41137863,,1290000,3768-277,Residential,-122.389603,37.788077,California,Active,07/13/2026 12:00:00 AM,,"Bay, Bay Bridge",1997,94105,801N,,,,
960 Market Street,2,0,2,970,San Francisco,San Francisco,58,06/29/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park,",TRUE,1052,0,,,1189000,06/22/2026 12:00:00 AM,,0,0,SF426141410,06/22/2026 12:00:00 AM,1189000,AB03-42B,Residential,-122.410004,37.783111,California,Active,06/22/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,909,,,,12
960 Market Street,2,0,2,888,San Francisco,San Francisco,70,06/09/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park,",TRUE,998,0,,,1179000,06/10/2026 12:00:00 AM,,0,0,SF426138383,06/10/2026 12:00:00 AM,1179000,AB03-42,Residential,-122.410004,37.783111,California,Active,06/10/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, San Francisco, City Lights",0,94102,1015,,,,12
515 Pierce Street,1,0,1,978,San Francisco,San Francisco,41,12/31/2026 12:00:00 AM,0,,,TRUE,425,1,,,1175000,07/09/2026 12:00:00 AM,0.067,2925,0,SF426144371,07/09/2026 12:00:00 AM,1195000,0824-015,Residential,-122.434644,37.774752,California,Active,07/09/2026 12:00:00 AM,,City,1923,94117,3,,,,0
150 Lombard Street,2,0,2,1172,San Francisco,San Francisco,17,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Roof Deck, Security Gate(s)",TRUE,1530,0,(415) 772-9136,,1170000,08/02/2026 12:00:00 AM,2.17,94533,0,SF426151339,08/02/2026 12:00:00 AM,1170000,0059-026,Residential,-122.404171,37.804267,California,Active,08/02/2026 12:00:00 AM,,"Bay Bridge, Ocean, Downtown",1975,94111,308,,,,0
333 1st Street,2,0,2,950,San Francisco,San Francisco,2,12/19/2026 12:00:00 AM,0,,,TRUE,1241,0,,,1150000,08/17/2026 12:00:00 AM,0.886,38571,0,SF426155100,08/17/2026 12:00:00 AM,1150000,3748-135,Residential,-122.393723,37.787073,California,Active,08/17/2026 12:00:00 AM,,"Bay Bridge, City Lights",2004,94105,N1507,,,,0
2773 Folsom Street,2,0,2,1164,San Francisco,San Francisco,6,11/01/2026 12:00:00 AM,0,,,TRUE,418,1,,,1149000,08/13/2026 12:00:00 AM,0.141,6145,0,SF426153930,08/13/2026 12:00:00 AM,1149000,3640-084,Residential,-122.413878,37.753158,California,Active,08/13/2026 12:00:00 AM,Traditional,Other,2003,94110,201,,,,0
2001 Mcallister Street,2,0,2,1040,San Francisco,San Francisco,37,12/06/2026 12:00:00 AM,,,,TRUE,1283,1,,,1125000,07/13/2026 12:00:00 AM,,,0,ML82051034,07/13/2026 12:00:00 AM,1150000,1175-048,Residential,-122.445749,37.77638,California,Active,06/14/2026 10:33:54 AM,,,2002,94118,112,Patel Rita Girish,,,1
431 Capp Street,2,0,2,1314,San Francisco,San Francisco,90,09/15/2026 12:00:00 AM,,,,TRUE,655,0,,,1124999,05/21/2026 12:00:00 AM,,,0,ML82048154,05/21/2026 1:50:49 PM,1149000,3595-041,Residential,-122.41775,37.759763,California,Active,05/21/2026 1:50:49 PM,,,1900,94110,A,David Lawver,,,
181 Fremont Street,1,0,1,490,San Francisco,San Francisco,36,10/31/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility",TRUE,3532,0,(415) 282-0888,,1100000,07/14/2026 12:00:00 AM,0.352,15312,0,SF426135248,07/14/2026 12:00:00 AM,1100000,3719-453,Residential,-122.395453,37.789653,California,Active,07/14/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","San Francisco, City Lights, Downtown",2018,94105,54-B,,,,0
50 Lansing Street,2,0,2,997,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,,TRUE,1075,0,,,1100000,09/30/2026 12:00:00 AM,0.461,20082,0,SF426122723,09/30/2026 12:00:00 AM,1100000,3749-188,Residential,-122.394326,37.786146,California,Active,09/30/2026 12:00:00 AM,Luxury,,2006,94105,102,,,,0
1388 Gough Street,2,0,2,1285,San Francisco,San Francisco,6,08/31/2027 12:00:00 AM,0,,"Garden/ Greenbelt/ Trails, Gym/ Exercise Facility",TRUE,1898,0,,,1099000,08/13/2026 12:00:00 AM,0.575,25061,0,SF426154466,08/13/2026 12:00:00 AM,1099000,0696-045,Residential,-122.424516,37.785943,California,Active,08/13/2026 12:00:00 AM,,,1993,94109,505,,,,0
401 Harrison Street,1,0,1,758,San Francisco,San Francisco,21,10/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Pool, Recreation Room, Roof Deck, Sauna/ Spa/ Hot Tub",TRUE,1750,0,,,1099000,07/29/2026 12:00:00 AM,1.286,56023,0,SF426146376,07/29/2026 12:00:00 AM,1099000,3765-618,Residential,-122.392225,37.78651,California,Active,07/29/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, Marina, Bay Bridge, San Francisco, Twin Peaks, Water, City Lights",2014,94105,31G,,,,0
690 Market Street,1,1,1,1050,San Francisco,San Francisco,34,01/11/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Other,",TRUE,9745,1,,,1098000,07/16/2026 12:00:00 AM,0.261,11357,0,SF426146934,07/16/2026 12:00:00 AM,1098000,0311-082,Residential,-122.403065,37.788229,California,Active,07/16/2026 12:00:00 AM,"Contemporary, Luxury, Traditional","Bay, City, San Francisco, City Lights, Downtown",2007,94104,1605,,,,0
330 Mission Bay Boulevard,1,1,1,965,San Francisco,San Francisco,34,01/10/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room",TRUE,1203,1,(415) 503-0238,,1098000,07/16/2026 12:00:00 AM,1.336,58215,0,SF426147320,07/16/2026 12:00:00 AM,1178000,8720-061,Residential,-122.387653,37.771668,California,Active,07/16/2026 12:00:00 AM,"Contemporary, Luxury","Bay, City, Park, San Francisco, City Lights",2008,94158,402,,,,9
724 Elizabeth Street,1,0,2,0,San Francisco,San Francisco,,06/18/2027 12:00:00 AM,0,,,TRUE,385,1,,,1098000,08/28/2026 12:00:00 AM,0.065,2834,0,SF426129967,08/28/2026 12:00:00 AM,1098000,2805-052,Residential,-122.437004,37.752156,California,Active,08/28/2026 12:00:00 AM,,,0,94114,,,,,0
2315 Van Ness Avenue,1,1,2,985,San Francisco,San Francisco,5,12/01/2026 12:00:00 AM,0,,,TRUE,792,0,,,1095000,08/14/2026 12:00:00 AM,0.073,3179,0,SF426154007,08/14/2026 12:00:00 AM,1095000,0551-039,Residential,-122.42407,37.797042,California,Active,08/14/2026 12:00:00 AM,,,2003,94109,3,,,,0
1945 washington Street,2,0,2,954,San Francisco,San Francisco,6,06/30/2027 12:00:00 AM,0,,"Gym/ Exercise Facility, Roof Deck, Security Gate(s)",TRUE,789,1,(415) 401-2040,,1095000,08/13/2026 12:00:00 AM,0.403,17557,0,SF426153677,08/13/2026 12:00:00 AM,1095000,0617-064,Residential,-122.425337,37.792637,California,Active,08/13/2026 12:00:00 AM,Contemporary,,1987,94109,204,,,,0
480 Mission Bay Boulevard,1,0,1,908,San Francisco,San Francisco,0,12/31/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Other, Barbecue Area, Pool, Sauna, Sauna/ Spa/ Hot Tub",TRUE,1260,0,,,1095000,08/19/2026 12:00:00 AM,2.821,122891,0,SF426147233,08/19/2026 12:00:00 AM,1095000,8720-177,Residential,-122.388972,37.77125,California,Active,08/19/2026 12:00:00 AM,"Contemporary, Luxury, Modern/High Tech","Park, Garden/Greenbelt",2012,94158,316,,,,0
333 Grant Avenue,1,1,1,850,San Francisco,San Francisco,10,12/31/2026 12:00:00 AM,0,,,TRUE,1440,0,(415) 547-0337,,1080000,08/09/2026 12:00:00 AM,0.186,8101,0,SF426146464,08/09/2026 12:00:00 AM,1080000,0285-057,Residential,-122.405699,37.790257,California,Active,08/09/2026 12:00:00 AM,,"City, San Francisco, City Lights, Downtown",2005,94108,701,,,,7
219 Brannan Street,1,1,1,823,San Francisco,San Francisco,13,12/31/2026 12:00:00 AM,0,,"Gym/ Exercise Facility, Pool, Sauna/ Spa/ Hot Tub",TRUE,1704,0,,,1079000,08/06/2026 12:00:00 AM,1.905,82966,0,SF426152846,08/06/2026 12:00:00 AM,1079000,3789-562,Residential,-122.390438,37.782855,California,Active,08/06/2026 12:00:00 AM,Luxury,Bay,2000,94107,5H,,,,0
2212 23rd Street,2,0,2,1188,San Francisco,San Francisco,6,12/31/2026 12:00:00 AM,0,,,TRUE,,1,,,1075000,08/13/2026 12:00:00 AM,0.057,2500,0,SF426153199,08/13/2026 12:00:00 AM,1075000,4158-077,Residential,-122.40202,37.754657,California,Active,08/13/2026 12:00:00 AM,,,1900,94107,,,,,0
657 San Jose Ave ,1,0,1,1037,San Francisco,San Francisco,19,,1,,Other,TRUE,550,1,(415) 518-8426,,1065000,07/31/2026 12:00:00 AM,0.25,0,0,CC41142311,,1065000,6597-076,Residential,-122.421956,37.745046,California,Active,08/07/2026 12:00:00 AM,Unknown,,1908,94110,,,,,1
451 Kansas Street,2,0,2,932,San Francisco,San Francisco,,10/31/2026 12:00:00 AM,0,,Garden/ Greenbelt/ Trails,TRUE,750,1,,,1050000,08/22/2026 12:00:00 AM,1.844,80311,0,SF426152350,08/22/2026 12:00:00 AM,1050000,3978-011,Residential,-122.403233,37.764082,California,Active,08/22/2026 12:00:00 AM,Modern/High Tech,,2007,94107,282,,,,4
1000 3rd Street,1,0,1,837,San Francisco,San Francisco,,12/31/2026 12:00:00 AM,0,,,TRUE,915,0,,,1050000,08/31/2026 12:00:00 AM,1.056,46014,0,SF426140019,08/31/2026 12:00:00 AM,1050000,8715-010,Residential,-122.390316,37.775573,California,Active,08/31/2026 12:00:00 AM,,,2018,94158,102,,,,0
960 Market Street,2,0,2,1001,San Francisco,San Francisco,148,03/24/2027 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Recreation Room, Roof Deck, Dog Park",TRUE,1071,0,,,1020000,03/24/2026 12:00:00 AM,,0,0,SF426114773,03/24/2026 12:00:00 AM,1015000,AB03-42B,Residential,-122.410004,37.783111,California,Active,03/24/2026 12:00:00 AM,"Luxury, Modern/High Tech","City, City Lights",0,94102,520,,,,12
45 Bartlett Street,2,0,2,905,San Francisco,San Francisco,40,12/17/2026 12:00:00 AM,0,,"Club House, Gym/ Exercise Facility, Barbecue Area, Roof Deck",TRUE,951,1,,,999000,07/10/2026 12:00:00 AM,0.546,23803,0,SF426141658,07/10/2026 12:00:00 AM,999000,3616-129,Residential,-122.419769,37.755804,California,Active,07/10/2026 12:00:00 AM,Modern/High Tech,"City Lights, Downtown",2014,94110,408,,,,0
875 La Playa Street,2,0,2,1084,San Francisco,San Francisco,,10/30/2026 12:00:00 AM,1,,"Gym/ Exercise Facility, Barbecue Area, Workshop Area",TRUE,1274,0,(415) 401-2000,,999000,09/04/2026 12:00:00 AM,0.53,23066,0,SF426128510,09/04/2026 12:00:00 AM,999000,1692-021,Residential,-122.510345,37.771644,California,Active,09/04/2026 12:00:00 AM,,"Ocean, Park",1983,94121,271,,,,0
