Address,Baths Full,Baths Half,Beds Total,Sq Ft Total,Postal City,County,DOM,Expiration Date,# of Fireplaces,Garage Spaces,HOA Amenities,HOA Exist YN,HOA Fee,HOA Fee Covers,HOA Name Text,HOA Phone,List Price,Listing Date,Acres,Lot Size,Sale Date,Room Count,MLS Number,Original List Date,Original List Price,Parcel Number,Property Type,Longitude,Latitude,Close Date,Sale Price,State,Status,Status Change Timestamp,View,Year Built,Zip Code,Unit Number,Buyer's Financing
525 Gough,3,0,2,1451.0,San Francisco,San Francisco,42,08/04/2005 12:00:00 AM,1.0,0.0,,True,312.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,875000,05/04/2005 12:00:00 AM,,0.0,06/15/2005 12:00:00 AM,0,SF287905,05/04/2005 12:00:00 AM,875000,NewO-rUnderC-onstruc-tion,Residential,-122.423658,37.778294,07/01/2005 12:00:00 AM,880000,California,Sold,07/13/2005 12:00:00 AM,Garden/Greenbelt,2005.0,94102,104,Not Reported
88 King Street,2,0,2,1325.0,San Francisco,San Francisco,63,06/05/2005 12:00:00 AM,0.0,0.0,"Barbecue Area, Gym/ Exercise Facility, Sauna/ Spa/ Hot Tub",True,695.0,"Management Fee, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Security Service, Water",,,878000,03/18/2005 12:00:00 AM,,0.0,05/20/2005 12:00:00 AM,0,SF285596,03/18/2005 12:00:00 AM,915000,3793-026,Residential,-122.389222,37.780674,05/31/2005 12:00:00 AM,880000,California,Sold,06/20/2005 12:00:00 AM,,2000.0,94107,114,Not Reported
1673 19TH Avenue,2,0,2,1546.0,San Francisco,San Francisco,13,08/24/2014 12:00:00 AM,,2.0,,True,201.0,"Exterior Painting, Insurance - Common Area",Providence Condominium Homeowners Assoc.,(415) 345-4400,798000,05/24/2014 12:00:00 AM,,2425.0,06/06/2014 12:00:00 AM,0,ML81418195,05/24/2014 12:00:00 AM,798000,1924-053,Residential,-122.476919,37.756445,07/18/2014 12:00:00 AM,880000,California,Sold,07/22/2014 10:02:08 AM,City Lights,2001.0,94122,,Conventional Loan
25 Sierra,2,0,3,0.0,San Francisco,San Francisco,35,11/30/2006 12:00:00 AM,1.0,0.0,Club House,True,,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Security Service, Water",Sierra Hts,,849000,03/20/2006 12:00:00 AM,,0.0,04/24/2006 12:00:00 AM,0,SF303392,03/20/2006 12:00:00 AM,849000,NewO-rUnderC-onstruc-tion,Residential,-122.395733,37.758177,08/31/2006 12:00:00 AM,879000,California,Sold,08/31/2006 12:00:00 AM,"Bay, City Lights, Mountains, San Francisco, Water",2006.0,94107,301 E,Not Reported
2185 Bush,2,0,2,1290.0,San Francisco,San Francisco,15,10/27/2007 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,670.0,"Management Fee, Insurance - Earthquake, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Water",The Amelia Residential Owners Assoc.,(415) 491-8930,777000,05/27/2005 12:00:00 AM,,0.0,06/11/2005 12:00:00 AM,0,SF289119,05/27/2005 12:00:00 AM,777000,0677-104,Residential,-122.433243,37.78688,06/28/2005 12:00:00 AM,879000,California,Sold,06/30/2005 12:00:00 AM,"City Lights, Hills",1984.0,94115,308,Other
601 Van Ness Avenue,2,0,2,1004.0,San Francisco,San Francisco,89,05/17/2017 12:00:00 AM,1.0,0.0,,True,936.0,"Cable/Dish, Insurance - Earthquake, Maintenance - Exterior, , Landscaping/Gardening, Other, Security Service, Water",,,849000,02/15/2017 12:00:00 AM,,0.0,05/15/2017 12:00:00 AM,0,SF454696,02/15/2017 12:00:00 AM,849000,0762-035,Residential,-122.421525,37.781365,05/18/2017 12:00:00 AM,877000,California,Sold,05/18/2017 12:00:00 AM,,1982.0,94102,35,Conventional Loan
22 Vista View Court,2,0,3,1594.0,San Francisco,San Francisco,43,12/14/2024 12:00:00 AM,,2.0,,True,515.0,"Common Area Gas, Insurance - Structure, Landscaping/Gardening, Maintenance - Common Area, Maintenance - Exterior, Management Fee, Roof, Sewer, Water/Sewer",Silver Terrance HOA,,875000,08/13/2024 12:00:00 AM,0.112,4888.0,09/25/2024 12:00:00 AM,0,ML81975520,08/13/2024 12:00:00 AM,1060000,5335A-071,Residential,-83.133001,42.701659,11/01/2024 12:00:00 AM,875000,California,Sold,11/02/2024 12:00:00 AM,,1985.0,94124,,Conventional Loan
292 Coleman Street,2,1,3,1211.0,San Francisco,San Francisco,46,09/15/2022 12:00:00 AM,0.0,0.0,"Club House, Garden/ Greenbelt/ Trails, Playground",True,322.0,"Insurance - Structure, Maintenance - Exterior, Landscaping/Gardening, Management Fee, Roof,",Associa Northern California,(800) 843-3351,875000,06/09/2022 12:00:00 AM,,0.0,07/25/2022 12:00:00 AM,0,SF422667237,06/09/2022 12:00:00 AM,899000,4591-C478,Residential,-122.369043,37.727425,08/30/2022 12:00:00 AM,875000,California,Sold,08/30/2022 12:00:00 AM,"Downtown, Garden/Greenbelt, San Francisco, Water",2016.0,94124,,Conventional Loan
388 Faxon Avenue,2,0,2,1263.0,San Francisco,San Francisco,88,04/10/2020 12:00:00 AM,1.0,0.0,,True,320.0,"Management Fee, Insurance - Homeowners",Holloway Terrace,(925) 746-0542,899888,11/05/2019 12:00:00 AM,,0.0,02/01/2020 12:00:00 AM,0,SF492281,11/05/2019 12:00:00 AM,959888,6985-050,Residential,-122.459712,37.721397,03/12/2020 12:00:00 AM,875000,California,Sold,03/12/2020 12:00:00 AM,,1985.0,94112,8,Conventional Loan
21 Jennifer Place,1,0,1,1157.0,San Francisco,San Francisco,21,03/17/2018 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,530.0,"Management Fee, , Landscaping/Gardening, Water",,,799000,01/18/2018 12:00:00 AM,,0.0,02/08/2018 12:00:00 AM,0,SF466267,01/18/2018 12:00:00 AM,799000,3752-182,Residential,-122.402382,37.78003,05/17/2018 12:00:00 AM,875000,California,Sold,05/20/2018 12:00:00 AM,,2000.0,94107,,Not Reported
101 Lombard Street,1,0,1,804.0,San Francisco,San Francisco,71,09/14/2017 12:00:00 AM,0.0,0.0,"Club House, Car Wash Area, Garden/ Greenbelt/ Trails, Recreation Room, Roof Deck, Sauna/ Spa/ Hot Tub",True,734.0,"Management Fee, Cable/Dish, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Security Service, Water",101 Lombard HOA,,875000,06/15/2017 12:00:00 AM,,0.0,08/25/2017 12:00:00 AM,0,SF459322,06/15/2017 12:00:00 AM,875000,0080-0023,Residential,-122.404534,37.803712,09/13/2017 12:00:00 AM,875000,California,Sold,09/16/2017 12:00:00 AM,,1983.0,94111,23W,Conventional Loan
198 Ridgewood,2,0,2,1111.0,San Francisco,San Francisco,0,11/15/2015 12:00:00 AM,1.0,0.0,,True,180.0,,,,799000,08/05/2015 12:00:00 AM,,0.0,08/05/2015 12:00:00 AM,0,SF434333,08/05/2015 12:00:00 AM,799000,311462,Residential,-122.45315,37.731353,08/05/2015 12:00:00 AM,875000,California,Sold,08/05/2015 12:00:00 AM,City Lights,0.0,94112,,Conventional Loan
246 Sanchez Street,2,0,2,1450.0,San Francisco,San Francisco,15,04/19/2012 12:00:00 AM,1.0,0.0,,True,250.0,", Landscaping/Gardening, Water",,,875000,01/19/2012 12:00:00 AM,,0.0,02/03/2012 12:00:00 AM,0,SF392959,01/19/2012 12:00:00 AM,875000,3559-020,Residential,-122.431219,37.764941,02/08/2012 12:00:00 AM,875000,California,Sold,02/08/2012 12:00:00 AM,"City Lights, Partial",1985.0,94114,A,Conventional Loan
1327 7th Avenue,2,1,3,1330.0,San Francisco,San Francisco,80,01/03/2013 12:00:00 AM,0.0,0.0,,True,552.0,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Heating, Insurance - Homeowners , Water",,,925000,01/13/2012 12:00:00 AM,,0.0,04/02/2012 12:00:00 AM,0,SF392737,01/13/2012 12:00:00 AM,925000,0541-762,Residential,-122.464394,37.763639,04/04/2012 12:00:00 AM,875000,California,Sold,04/04/2012 12:00:00 AM,,2009.0,94122,1,Conventional Loan
1737 Sutter Street,2,1,2,1500.0,San Francisco,San Francisco,15,07/31/2010 12:00:00 AM,1.0,0.0,,True,395.0,,,,849000,05/06/2010 12:00:00 AM,,0.0,05/21/2010 12:00:00 AM,0,SF370046,05/06/2010 12:00:00 AM,849000,0686-047,Residential,-122.428963,37.786492,05/25/2010 12:00:00 AM,875000,California,Sold,05/25/2010 12:00:00 AM,,1987.0,94115,B,Other
4308 17th Street,1,1,2,0.0,San Francisco,San Francisco,48,06/01/2010 12:00:00 AM,1.0,0.0,,True,170.0,,,,875000,03/04/2010 12:00:00 AM,,0.0,04/21/2010 12:00:00 AM,0,SF367197,03/04/2010 12:00:00 AM,875000,2626-042,Residential,-122.44071,37.762351,04/22/2010 12:00:00 AM,875000,California,Sold,04/27/2010 12:00:00 AM,City Lights,1963.0,94114,,Conventional Loan
814 South Van Ness,2,0,3,0.0,San Francisco,San Francisco,31,08/08/2007 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,180.0,", Water",,,875000,05/07/2007 12:00:00 AM,,0.0,06/07/2007 12:00:00 AM,0,SF324189,05/07/2007 12:00:00 AM,875000,3595-072,Residential,-122.417327,37.76003,06/19/2007 12:00:00 AM,875000,California,Sold,06/19/2007 12:00:00 AM,"Downtown, Partial, San Francisco",1998.0,94110,2,Conventional Loan
156 Lombard,2,1,2,1385.0,San Francisco,San Francisco,26,11/11/2005 12:00:00 AM,1.0,0.0,"Club House, Gym/ Exercise Facility, Roof Deck, Sauna",True,861.0,"Management Fee, Cable/Dish, Door Person, Electricity, Maintenance - Exterior, Gas, , Landscaping/Gardening, Heating, Insurance - Homeowners , Security Service, Water",Laurence Management,,875000,08/11/2005 12:00:00 AM,,0.0,09/06/2005 12:00:00 AM,0,SF293040,08/11/2005 12:00:00 AM,875000,0059-193,Residential,-122.404074,37.804361,09/07/2005 12:00:00 AM,875000,California,Sold,09/07/2005 12:00:00 AM,"Bay, Bay Bridge, Downtown",1975.0,94111,36,All Cash No Loans
156 Lombard Street,2,1,2,1400.0,San Francisco,San Francisco,41,08/13/2005 12:00:00 AM,1.0,0.0,"Club House, Roof Deck, Sauna",True,861.0,"Management Fee, Cable/Dish, Door Person, Electricity, Maintenance - Exterior, , Landscaping/Gardening, Heating, Insurance - Homeowners , Security Service, Water",,,849000,05/13/2005 12:00:00 AM,,0.0,06/23/2005 12:00:00 AM,0,SF288326,05/13/2005 12:00:00 AM,849000,0059-185,Residential,-122.404074,37.804361,06/24/2005 12:00:00 AM,875000,California,Sold,06/27/2005 12:00:00 AM,Partial,1975.0,94111,20,All Cash No Loans
525 Gough,3,0,2,1451.0,San Francisco,San Francisco,42,08/04/2005 12:00:00 AM,1.0,0.0,,True,312.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,875000,05/04/2005 12:00:00 AM,,0.0,06/15/2005 12:00:00 AM,0,SF287904,05/04/2005 12:00:00 AM,875000,NewO-rUnderC-onstruc-tion,Residential,-122.423658,37.778294,06/21/2005 12:00:00 AM,875000,California,Sold,06/22/2005 12:00:00 AM,Garden/Greenbelt,2005.0,94102,102,Not Reported
525 Gough,3,0,2,1391.0,San Francisco,San Francisco,63,10/13/2005 12:00:00 AM,1.0,0.0,,True,312.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,875000,04/13/2005 12:00:00 AM,,0.0,06/15/2005 12:00:00 AM,0,SF286788,04/13/2005 12:00:00 AM,875000,NewO-rUnderC-onstruc-tion,Residential,-122.423658,37.778294,06/23/2005 12:00:00 AM,875000,California,Sold,06/23/2005 12:00:00 AM,Garden/Greenbelt,2005.0,94102,101,Not Reported
4150 17th Street,2,0,2,0.0,San Francisco,San Francisco,48,05/28/2005 12:00:00 AM,1.0,0.0,,True,445.0,,,,799000,02/08/2005 12:00:00 AM,,0.0,04/14/2005 12:00:00 AM,0,SF283899,02/08/2005 12:00:00 AM,799000,2623-179,Residential,-122.438532,37.762785,04/14/2005 12:00:00 AM,875000,California,Sold,04/14/2005 12:00:00 AM,,1994.0,94114,12,Conventional Loan
2075 Sutter Street,2,0,2,0.0,San Francisco,San Francisco,24,07/18/2013 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,587.0,"Management Fee, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Water",2075 Sutter St HOA,,799000,04/18/2013 12:00:00 AM,,0.0,05/12/2013 12:00:00 AM,0,SF407130,04/18/2013 12:00:00 AM,799000,68358,Residential,-122.434559,37.785793,05/22/2013 12:00:00 AM,871000,California,Sold,05/23/2013 12:00:00 AM,,0.0,94115,503,Conventional Loan
2402 Balboa Street,2,0,3,0.0,San Francisco,San Francisco,46,10/13/2012 12:00:00 AM,0.0,0.0,,True,319.0,Water,,,899000,10/13/2011 12:00:00 AM,,0.0,11/28/2011 12:00:00 AM,0,SF390731,10/13/2011 12:00:00 AM,899000,NewO-rUnderC-onstruc-tion,Residential,-122.484689,37.776434,12/02/2011 12:00:00 AM,870888,California,Sold,12/08/2011 12:00:00 AM,"Downtown, Golden Gate Bridge, Mountains, Panoramic",2011.0,94121,,Conventional Loan
325 Berry Street,2,1,2,1280.0,San Francisco,San Francisco,40,10/31/2007 12:00:00 AM,0.0,0.0,"Barbecue Area, Gym/ Exercise Facility",True,462.0,"Maintenance - Exterior, Gas, , Landscaping/Gardening, Water",Park Terrace,,869900,09/07/2007 12:00:00 AM,,0.0,10/17/2007 12:00:00 AM,0,SF330557,09/07/2007 12:00:00 AM,895900,NewO-rUnderC-onstruc-tion,Residential,-122.395711,37.773394,11/29/2007 12:00:00 AM,870196,California,Sold,12/02/2007 12:00:00 AM,,2007.0,94158,103,Conventional Loan
15 Teresita Boulevard,2,0,2,862.0,San Francisco,San Francisco,9,08/17/2025 12:00:00 AM,,1.0,,True,615.0,Common Area Electricity,Teresita Court HOA Association,,850000,02/21/2025 12:00:00 AM,,,03/02/2025 12:00:00 AM,0,ML81994358,02/21/2025 12:00:00 AM,850000,2901A-061,Residential,-122.451832,37.744991,03/27/2025 12:00:00 AM,870000,California,Sold,03/27/2025 12:00:00 AM,,1990.0,94127,11,Conventional Loan
7 Jennifer Place,1,0,2,1157.0,San Francisco,San Francisco,62,05/21/2024 12:00:00 AM,0.0,0.0,,True,150.0,,City Mews of Jennifer Place,,949000,02/28/2024 12:00:00 AM,0.392,17082.0,05/01/2024 12:00:00 AM,0,SF424011001,02/28/2024 12:00:00 AM,949000,3752-168,Residential,-122.402389,37.780036,05/20/2024 12:00:00 AM,870000,California,Sold,05/20/2024 12:00:00 AM,,2000.0,94107,,Not Reported
151 Avocet Way,2,1,3,1415.0,San Francisco,San Francisco,154,,0.0,2.0,Playground,True,435.0,"Maintenance - Exterior, Insurance - Hazard , Management Fee, Maintenance - Common Area",CALL LISTING AGENT,9490672-9042,795000,09/16/2023 12:00:00 AM,0.0,0.0,02/17/2024 12:00:00 AM,0,BE41039400,,990000,4591-C242,Residential,-122.368685,37.72846,03/18/2024 12:00:00 AM,870000,California,Sold,03/26/2024 12:00:00 AM,,2016.0,94124,,Conventional Loan
156 Lombard Street,2,1,2,1274.0,San Francisco,San Francisco,36,02/01/2014 12:00:00 AM,1.0,0.0,"Club House, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Roof Deck, Sauna",True,1102.0,"Management Fee, Cable/Dish, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Heating, Insurance - Homeowners , Security Service, Water",Telegraph Landing North Association,,899000,11/26/2013 12:00:00 AM,,0.0,01/01/2014 12:00:00 AM,0,SF415538,11/26/2013 12:00:00 AM,899000,0059-174,Residential,-122.404074,37.804361,01/10/2014 12:00:00 AM,870000,California,Sold,01/10/2014 12:00:00 AM,,1975.0,94111,25,Not Reported
3620 19th Street,2,1,2,0.0,San Francisco,San Francisco,224,07/04/2009 12:00:00 AM,0.0,0.0,,True,394.0,"Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Water",,,1170000,07/10/2008 12:00:00 AM,,0.0,02/19/2009 12:00:00 AM,0,SF344363,07/10/2008 12:00:00 AM,1200000,NewO-rUnderC-onstruc-tion,Residential,-122.424318,37.760156,03/10/2009 12:00:00 AM,870000,California,Sold,07/01/2009 12:00:00 AM,,0.0,94110,12,Conventional Loan
148 Ripley Street,2,1,2,1284.0,San Francisco,San Francisco,26,01/11/2007 12:00:00 AM,1.0,0.0,,False,1.0,"Maintenance - Exterior, Landscaping/Gardening, Insurance - Homeowners , Water",,,888000,10/11/2006 12:00:00 AM,,0.0,11/06/2006 12:00:00 AM,0,SF315191,10/11/2006 12:00:00 AM,888000,5549-103,Residential,-122.411653,37.744069,11/17/2006 12:00:00 AM,870000,California,Sold,11/20/2006 12:00:00 AM,"Downtown, Hills, Panoramic, San Francisco",2000.0,94114,,Not Reported
525 Gough,2,0,3,1373.0,San Francisco,San Francisco,42,08/04/2005 12:00:00 AM,1.0,0.0,,True,309.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,869000,05/04/2005 12:00:00 AM,,0.0,06/15/2005 12:00:00 AM,0,SF287910,05/04/2005 12:00:00 AM,869000,NewO-rUnderC-onstruc-tion,Residential,-122.423658,37.778294,06/22/2005 12:00:00 AM,869000,California,Sold,06/22/2005 12:00:00 AM,Garden/Greenbelt,2005.0,94102,403,Not Reported
525 Gough,2,0,3,1386.0,San Francisco,San Francisco,42,08/04/2005 12:00:00 AM,1.0,0.0,,True,309.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,869000,05/04/2005 12:00:00 AM,,0.0,06/15/2005 12:00:00 AM,0,SF287909,05/04/2005 12:00:00 AM,869000,NewO-rUnderC-onstruc-tion,Residential,-122.423658,37.778294,06/24/2005 12:00:00 AM,869000,California,Sold,06/24/2005 12:00:00 AM,Garden/Greenbelt,2005.0,94102,402,Not Reported
525 Gough,2,0,3,1369.0,San Francisco,San Francisco,42,08/04/2005 12:00:00 AM,1.0,0.0,,True,309.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,869000,05/04/2005 12:00:00 AM,,0.0,06/15/2005 12:00:00 AM,0,SF287908,05/04/2005 12:00:00 AM,869000,NewO-rUnderC-onstruc-tion,Residential,-122.423658,37.778294,07/12/2005 12:00:00 AM,869000,California,Sold,07/13/2005 12:00:00 AM,Garden/Greenbelt,2005.0,94102,401,Not Reported
1817 California Street,1,1,2,814.0,San Francisco,San Francisco,19,08/12/2015 12:00:00 AM,0.0,0.0,"Garden/ Greenbelt/ Trails, Sauna",True,533.0,,Palm Royal HOA,,779000,03/27/2015 12:00:00 AM,,0.0,04/15/2015 12:00:00 AM,0,SF431147,03/27/2015 12:00:00 AM,779000,0648-045,Residential,-122.424481,37.789991,04/28/2015 12:00:00 AM,868000,California,Sold,04/28/2015 12:00:00 AM,Garden/Greenbelt,1960.0,94109,2A,Conventional Loan
1980 Sutter Street,2,0,2,1290.0,San Francisco,San Francisco,33,08/12/2013 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,769.0,,,,858000,04/12/2013 12:00:00 AM,,0.0,05/15/2013 12:00:00 AM,0,SF406939,04/12/2013 12:00:00 AM,858000,0677-099,Residential,-122.432978,37.786267,05/29/2013 12:00:00 AM,868000,California,Sold,05/30/2013 12:00:00 AM,,1984.0,94115,303,Not Reported
258 Laussat Street,2,0,2,0.0,San Francisco,San Francisco,35,09/09/2011 12:00:00 AM,0.0,0.0,,True,100.0,,,,849000,06/02/2011 12:00:00 AM,,0.0,07/07/2011 12:00:00 AM,0,SF385687,06/02/2011 12:00:00 AM,849000,0860-068,Residential,-122.431285,37.771615,07/15/2011 12:00:00 AM,868000,California,Sold,07/15/2011 12:00:00 AM,,1990.0,94117,,Not Reported
35 Beideman Street,2,0,3,1475.0,San Francisco,San Francisco,120,11/07/2010 12:00:00 AM,0.0,0.0,Garden/ Greenbelt/ Trails,True,363.0,,,,898000,05/07/2010 12:00:00 AM,,0.0,09/04/2010 12:00:00 AM,0,SF370285,05/07/2010 12:00:00 AM,994000,1100-096,Residential,-122.438609,37.782085,09/22/2010 12:00:00 AM,868000,California,Sold,09/22/2010 12:00:00 AM,Garden/Greenbelt,1900.0,94115,,Conventional Loan
452 Corbett Avenue,3,0,3,1872.0,San Francisco,San Francisco,82,12/15/2007 12:00:00 AM,1.0,0.0,,True,,,452-454 Corbett Ave,,875000,09/07/2007 12:00:00 AM,,0.0,11/28/2007 12:00:00 AM,0,SF330417,09/07/2007 12:00:00 AM,945000,2719-032,Residential,-122.44574,37.757796,12/13/2007 12:00:00 AM,868000,California,Sold,01/03/2008 12:00:00 AM,"City Lights, Downtown, Partial",1982.0,94114,,Not Reported
1013 Tennessee Street,3,0,2,1586.0,San Francisco,San Francisco,33,11/03/2011 12:00:00 AM,1.0,0.0,,True,300.0,,,,859000,02/10/2011 12:00:00 AM,,0.0,03/15/2011 12:00:00 AM,0,SF380991,02/10/2011 12:00:00 AM,859000,NewO-rUnderC-onstruc-tion,Residential,-122.389079,37.759115,03/23/2011 12:00:00 AM,867000,California,Sold,03/23/2011 12:00:00 AM,"Bay, Bay Bridge, City Lights, Panoramic, San Francisco, Water",2011.0,94107,,Not Reported
926 Grove Street,1,1,2,808.0,San Francisco,San Francisco,68,12/31/2014 12:00:00 AM,0.0,0.0,Garden/ Greenbelt/ Trails,True,297.0,,926 Grove St HOA,,899000,10/15/2014 12:00:00 AM,,0.0,12/22/2014 12:00:00 AM,0,SF425603,10/15/2014 12:00:00 AM,899000,0798-034,Residential,-122.443893,37.771719,12/26/2014 12:00:00 AM,866800,California,Sold,12/28/2014 12:00:00 AM,"City Lights, Downtown, San Francisco",2004.0,94117,2,Conventional Loan
251 Bartlett Street,2,1,2,1252.0,San Francisco,San Francisco,22,07/15/2007 12:00:00 AM,1.0,0.0,,True,259.0,,,,849000,05/15/2007 12:00:00 AM,,0.0,06/06/2007 12:00:00 AM,0,SF324572,05/15/2007 12:00:00 AM,849000,3643-070,Residential,-122.419451,37.753011,06/26/2007 12:00:00 AM,866500,California,Sold,06/26/2007 12:00:00 AM,"City Lights, Hills, Mountains, Twin Peaks",2000.0,94110,B,Conventional Loan
106 Seal Cove Terrace,3,0,4,1930.0,San Francisco,San Francisco,19,11/13/2013 12:00:00 AM,0.0,0.0,"Barbecue Area, Garden/ Greenbelt/ Trails, Playground, Trail(s)",True,424.0,"Management Fee, Maintenance - Exterior, Landscaping/Gardening, Water",Candlestick Cove HOA,(650) 286-0292,865900,08/16/2013 12:00:00 AM,,0.0,09/04/2013 12:00:00 AM,0,SF411918,08/16/2013 12:00:00 AM,865900,4991-630,Residential,-122.394575,37.711542,10/16/2013 12:00:00 AM,865900,California,Sold,10/17/2013 12:00:00 AM,Partial,2009.0,94134,5,All Cash No Loans
205 Crystal Cove,3,0,3,1575.0,San Francisco,San Francisco,91,09/30/2017 12:00:00 AM,0.0,0.0,"Garden/ Greenbelt/ Trails, Playground, Trail(s)",True,375.0,"Insurance - Earthquake, Maintenance - Exterior, Landscaping/Gardening, Insurance - Homeowners , Water",,,928000,06/09/2017 12:00:00 AM,,0.0,09/08/2017 12:00:00 AM,0,SF458949,06/09/2017 12:00:00 AM,1100000,4991-693,Residential,-122.393656,37.712257,09/21/2017 12:00:00 AM,865000,California,Sold,09/21/2017 12:00:00 AM,Garden/Greenbelt,2011.0,94134,,Conventional Loan
120 Argonaut Avenue,2,1,4,1726.0,San Francisco,San Francisco,8,04/30/2020 12:00:00 AM,0.0,0.0,Garden/ Greenbelt/ Trails,True,154.0,Management Fee,Geneva Terrace Property Owners Associati,(888) 854-9444,850000,02/05/2020 12:00:00 AM,,0.0,02/13/2020 12:00:00 AM,0,SF494559,02/05/2020 12:00:00 AM,850000,6357-009,Residential,-122.414794,37.710965,03/12/2020 12:00:00 AM,865000,California,Sold,03/12/2020 12:00:00 AM,,1963.0,94134,,Conventional Loan
1601 Pacific Avenue,2,0,3,1190.0,San Francisco,San Francisco,42,12/31/2012 12:00:00 AM,1.0,0.0,Roof Deck,True,544.0,"Maintenance - Exterior, , Heating, Water",,,899000,08/31/2012 12:00:00 AM,,0.0,10/12/2012 12:00:00 AM,0,SF403315,08/31/2012 12:00:00 AM,899000,0595-150,Residential,-122.421818,37.794849,10/19/2012 12:00:00 AM,865000,California,Sold,12/02/2012 12:00:00 AM,City Lights,2000.0,94109,205,Not Reported
3190 Scott,2,0,2,0.0,San Francisco,San Francisco,52,12/31/2011 12:00:00 AM,1.0,0.0,,True,428.0,"Maintenance - Exterior, , Insurance - Homeowners , Water",,,899000,01/07/2011 12:00:00 AM,,0.0,02/28/2011 12:00:00 AM,0,SF379494,01/07/2011 12:00:00 AM,899000,NewO-rUnderC-onstruc-tion,Residential,-122.44065,37.799048,03/04/2011 12:00:00 AM,865000,California,Sold,03/04/2011 12:00:00 AM,"Golden Gate Bridge, Marina",2010.0,94123,307,Conventional Loan
255 Berry Street,2,1,2,1821.0,San Francisco,San Francisco,18,10/31/2009 12:00:00 AM,0.0,0.0,Garden/ Greenbelt/ Trails,True,661.0,"Management Fee, , Landscaping/Gardening, Insurance - Homeowners , Security Service, Water",255 Berry Homeowner's Association,,849000,09/10/2009 12:00:00 AM,,0.0,09/28/2009 12:00:00 AM,0,SF361017,09/10/2009 12:00:00 AM,849000,8708-012,Residential,-122.394781,37.774387,10/09/2009 12:00:00 AM,865000,California,Sold,10/10/2009 12:00:00 AM,,2004.0,94158,104,Conventional Loan
191 Carnelian Way,2,1,3,1643.0,San Francisco,San Francisco,39,12/31/2008 12:00:00 AM,1.0,0.0,Garden/ Greenbelt/ Trails,True,796.0,"Insurance - Earthquake, Landscaping/Gardening",,,875000,09/18/2008 12:00:00 AM,,0.0,10/27/2008 12:00:00 AM,0,SF347297,09/18/2008 12:00:00 AM,875000,7501-124,Residential,-122.439785,37.748007,10/29/2008 12:00:00 AM,865000,California,Sold,10/30/2008 12:00:00 AM,"Bay, Bay Bridge, City Lights, Downtown, Garden/Greenbelt, Hills, Mountains, Mt. Diablo, Panoramic, San Francisco, Twin Peaks, Water, Forest/Woods",1976.0,94131,,Conventional Loan
177 Carnelian Way,2,1,3,1650.0,San Francisco,San Francisco,317,11/03/2008 12:00:00 AM,1.0,0.0,,True,796.0,"Management Fee, Insurance - Earthquake, Maintenance - Exterior, Landscaping/Gardening, Insurance - Homeowners",Derek A. Becker - Treasurer,(415) 642-4714,899000,07/23/2007 12:00:00 AM,,0.0,06/04/2008 12:00:00 AM,0,SF328223,07/23/2007 12:00:00 AM,925000,7501-131,Residential,-122.440261,37.748005,08/21/2008 12:00:00 AM,865000,California,Sold,08/26/2008 12:00:00 AM,"Bay, Bay Bridge, City Lights, Downtown, Hills, Mountains, Panoramic, San Francisco, Twin Peaks, Water, Forest/Woods",1976.0,94131,,Conventional Loan
88 King Street,2,1,3,0.0,San Francisco,San Francisco,63,08/08/2005 12:00:00 AM,0.0,0.0,"Barbecue Area, Club House, Car Wash Area, Garden/ Greenbelt/ Trails, Gym/ Exercise Facility, Roof Deck, Sauna, Sauna/ Spa/ Hot Tub",True,714.0,"Management Fee, Cable/Dish, Door Person, Maintenance - Exterior, , Landscaping/Gardening, Insurance - Homeowners , Security Service, Water",,,895000,05/13/2005 12:00:00 AM,,0.0,07/15/2005 12:00:00 AM,0,SF288508,05/13/2005 12:00:00 AM,895000,3793-012,Residential,-122.389222,37.780674,07/22/2005 12:00:00 AM,865000,California,Sold,07/25/2005 12:00:00 AM,City Lights,2000.0,94107,107,Other
